代码,简称,2005/1/31,2005/2/28,2005/3/31,2005/4/29,2005/5/31,2005/6/30,2005/7/29,2005/8/31,2005/9/30,2005/10/31,2005/11/30,2005/12/30,2006/1/31,2006/2/28,2006/3/31,2006/4/28,2006/5/31,2006/6/30,2006/7/31,2006/8/31,2006/9/29,2006/10/31,2006/11/30,2006/12/29,2007/1/31,2007/2/28,2007/3/30,2007/4/30,2007/5/31,2007/6/29,2007/7/31,2007/8/31,2007/9/28,2007/10/31,2007/11/30,2007/12/31,2008/1/31,2008/2/29,2008/3/31,2008/4/30,2008/5/30,2008/6/30,2008/7/31,2008/8/29,2008/9/30,2008/10/31,2008/11/28,2008/12/31,2009/1/30,2009/2/27,2009/3/31,2009/4/30,2009/5/29,2009/6/30,2009/7/31,2009/8/31,2009/9/30,2009/10/30,2009/11/30,2009/12/31,2010/1/29,2010/2/26,2010/3/31,2010/4/30,2010/5/28,2010/6/30,2010/7/30,2010/8/31,2010/9/30,2010/10/29,2010/11/30,2010/12/31,2011/1/31,2011/2/28,2011/3/31,2011/4/29,2011/5/31,2011/6/30,2011/7/29,2011/8/31,2011/9/30,2011/10/31,2011/11/30,2011/12/30,2012/1/31,2012/2/29,2012/3/30,2012/4/30,2012/5/31,2012/6/29,2012/7/31,2012/8/31,2012/9/28,2012/10/31,2012/11/30,2012/12/31,2013/1/31,2013/2/28,2013/3/28,2013/4/30,2013/5/31,2013/6/28,2013/7/31,2013/8/30,2013/9/30,2013/10/31,2013/11/29,2013/12/31,2014/1/31,2014/2/28,2014/3/31,2014/4/30,2014/5/30,2014/6/30,2014/7/31,2014/8/29,2014/9/30,2014/10/31,2014/11/28,2014/12/31,2015/1/30,2015/2/27,2015/3/31,2015/4/30,2015/5/29,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/30,2015/11/30,2015/12/31,2016/1/29,2016/2/29,2016/3/31,2016/4/29,2016/5/31,2016/6/30,2016/7/29,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/30,2017/1/31,2017/2/28,2017/3/31,2017/4/28,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/29,2017/10/31,2017/11/30,2017/12/29,2018/1/31,2018/2/28,2018/3/29,2018/4/30,2018/5/31,2018/6/29,2018/7/31,2018/8/31,2018/9/28,2018/10/31
AEP.N,美国电力,256.2266,245.2091,250.0546,258.5708,264.6289,273.3782,286.947,278.2279,297.0858,284.0649,276.2007,280.358,282.0966,278.7626,259.822,255.5451,264.6186,264.4642,278.9036,284.5632,283.7052,323.1758,326.8867,335.3128,342.794,356.6703,387.2534,398.9305,381.2995,360.5654,348.1569,359.0152,371.9294,389.1214,388.0924,379.0556,347.8747,336.3155,342.1509,366.8075,351.1526,333.7319,327.6761,327.2149,310.368,273.4893,265.6879,282.5853,266.1974,241.1161,217.1335,226.7609,229.9468,252.2081,270.2791,278.0827,274.1898,267.377,288.5835,311.8926,310.6375,305.1223,310.2046,311.2937,293.754,296.879,330.703,329.2621,336.8869,348.1382,335.1178,338.6949,335.8709,341.1667,335.0643,347.8413,368.8702,363.849,355.9308,377.8182,371.8521,384.1754,392.7301,408.8629,391.5424,376.6817,386.3967,389.0007,390.4598,404.5533,428.279,440.8044,450.5454,455.6722,442.115,442.4259,469.4815,490.1673,509.443,538.7755,484.6558,473.6553,490.2618,457.609,463.4895,500.8039,508.6169,505.1584,527.5306,548.2706,553.2946,587.698,588.2392,614.9222,573.2438,597.9793,581.3873,649.6483,646.5876,682.2033,705.6849,652.4619,637.3911,644.4166,643.9498,605.9695,647.153,626.9356,656.6137,654.1886,653.274,679.6336,711.1251,726.6987,781.4217,747.2934,768.3731,831.9986,822.6209,772.8525,768.5436,776.0842,713.4385,760.6789,773.969,816.6643,818.6154,827.1516,882.9346,854.5203,867.6819,913.2381,871.1917,922.9125,970.8206,920.0473,860.1448,828.0925,866.1004,883.6523,866.003,882.5712,906.6587,922.2393,911.3108,943.1964
AES.N,爱依斯电力(AES),92.6981,110.446,108.0708,106.0915,98.2402,108.0708,105.8935,103.8482,108.4007,104.8379,104.0462,104.442,112.4253,114.1407,112.5572,111.9634,121.3982,121.7281,131.0309,140.1357,134.5277,145.084,154.1889,145.4139,137.1668,140.6636,141.9831,145.084,156.5641,144.3583,129.6454,119.4849,132.2185,141.2574,144.1604,141.1254,125.9506,118.6271,109.9841,114.5366,128.5237,126.7424,106.4873,100.6813,77.1274,52.5839,50.7365,54.3653,52.188,41.5657,38.3328,53.6667,75.8317,88.1288,97.0859,103.7658,112.4951,99.2113,96.7063,101.0331,95.8714,88.736,83.4984,87.5974,77.9572,70.1387,78.2608,77.7294,86.1552,90.6337,82.0562,92.4555,94.1255,93.8978,98.6799,100.5017,98.3763,96.7063,93.4423,82.4357,74.0859,85.1684,91.6964,89.8747,96.8582,102.9308,99.2113,95.0364,91.7723,97.3895,91.5446,86.4588,83.2707,79.6283,81.3047,81.5333,82.91,88.8759,96.142,106.3243,93.5899,91.9789,95.7399,97.8178,102.2816,108.7427,112.4472,111.9841,108.9072,105.7313,110.6112,112.3194,109.5989,120.8697,113.9404,118.3857,110.5869,110.1397,108.5741,107.7913,96.4331,102.3517,101.4047,104.5613,108.1394,105.4359,102.5778,96.1667,78.456,88.5484,80.7852,77.3889,77.7566,80.212,96.5818,92.235,91.6565,103.1446,102.9859,100.651,107.1554,99.0713,96.3778,97.8088,97.318,97.9986,95.1063,97.2312,100.412,95.5118,96.1136,95.9398,95.766,93.4206,92.9812,95.1783,102.7442,96.6116,101.0555,109.9491,114.5304,120.459,120.0098,122.0864,126.9843,133.4154
AET.N,安泰保险(AETNA)(退市),127.4841,146.519,150.4122,147.2414,156.5531,166.206,155.329,159.8845,172.8687,177.7252,185.6949,189.3489,194.3482,204.7884,197.3196,154.5951,154.4345,160.3372,126.4468,149.6561,158.8114,165.5172,166.0436,173.56,169.4601,177.7402,176.0118,188.432,212.7496,198.561,193.2151,204.6304,218.1357,225.7727,224.7737,232.2152,214.2349,199.5128,169.3043,175.3782,189.698,163.0293,164.9601,173.5279,145.2501,100.038,87.9193,114.835,124.9083,96.1794,98.0328,88.6849,107.9046,100.9339,108.6702,114.835,112.1354,104.8826,117.4504,127.9003,120.9203,121.001,141.6587,119.2257,117.6522,106.4357,112.3667,107.8075,127.5372,120.4765,119.6603,123.2558,133.0726,150.9288,151.2115,167.8515,177.1811,178.8442,168.8867,162.9437,147.9234,162.5063,170.9259,172.4382,179.3178,191.8742,205.8257,181.3638,168.3916,159.6611,149.1872,158.9096,163.8329,181.5088,179.4316,192.3935,201.242,196.9026,213.3424,240.5541,252.8666,266.1004,269.5911,266.3142,268.9609,264.224,290.4778,289.045,288.8643,307.3807,316.9348,302.9891,328.8567,343.8259,329.6715,349.2316,344.4266,351.8833,372.0555,378.8364,392.6846,425.7433,455.5945,458.1106,505.6921,546.3721,485.3231,491.9819,470.0292,494.2157,442.4174,465.5393,439.5425,468.8482,484.9037,485.68,489.833,528.3344,499.4708,507.7513,500.5113,466.4118,568.4706,538.7958,516.382,560.5712,555.3033,590.3253,633.1126,663.5751,676.6102,691.4745,697.2185,747.9341,792.5823,793.5061,824.0346,780.9848,745.4333,792.0401,779.1232,811.7249,835.5745,888.2664,899.7096,882.1834
AFL.N,家庭人寿保险(AFLAC),2294.2022,2231.8758,2169.5719,2366.9645,2425.9618,2526.9706,2633.2341,2529.8515,2651.6028,2796.7678,2815.9285,2723.2375,2754.33,2720.7043,2654.8191,2796.5899,2760.4502,2733.9074,2603.5528,2666.4356,2707.2574,2657.5613,2620.8275,2731.2656,2826.8599,2815.7798,2805.0508,3060.1638,3163.2085,3075.8403,3118.926,3202.6213,3426.7026,3771.5356,3776.2505,3775.6476,3682.8088,3776.963,3930.6801,4034.772,4077.1134,3814.1326,3377.4509,3458.6593,3583.7079,2701.0482,2840.5881,2812.3663,1423.9752,1041.457,1203.0195,1795.2084,2225.3369,1948.8937,2373.2748,2563.3516,2697.1356,2618.2535,2923.0878,2937.0587,3075.4973,3159.0473,3468.2443,3255.5117,2847.4164,2742.6469,3161.7249,3054.94,3343.3005,3613.5576,3348.1019,3668.6096,3743.373,3846.9495,3449.5752,3672.4447,3140.8836,3067.9315,3027.1834,2499.1302,2315.6044,2987.4278,2899.4318,2887.4175,3219.1435,3175.4147,3090.737,3026.8927,2714.2152,2884.1923,2964.779,3149.9733,3265.9317,3395.5321,3640.1129,3649.0431,3644.9215,3455.7163,3598.9262,3766.3503,3877.3971,4046.585,4294.4488,4047.0059,4341.1298,4550.5181,4673.4841,4703.7628,4420.6921,4539.1429,4465.4739,4442.8066,4363.5307,4436.2206,4257.3465,4391.2779,4176.8768,4283.0017,4311.3515,4409.5172,4120.0727,4521.7682,4649.6126,4579.1529,4547.4441,4545.9823,4681.1924,4308.8195,4274.2607,4687.4956,4828.3677,4433.158,4289.5799,4436.6753,4706.5135,5141.087,5208.6203,5411.0861,5420.0846,5594.0307,5419.8299,5193.5952,5414.9457,5279.9134,5309.4991,5522.464,5527.8071,5715.5785,5787.4325,5964.019,6122.9469,6372.2413,6282.698,6475.6792,6801.4148,6812.2797,6844.8743,6937.8885,6831.7282,7114.302,7074.8889,6754.5877,7307.2643,7300.7383,7431.7853,6800.2336
AGN.N,艾尔建医疗(ALLERGAN),59.66,63.48,61.46,60,60.12,59.12,66.8,69.38,73.22,69.12,66.72,65.02,66.18,59.96,57.48,56.88,50.66,46.56,44.78,51.28,52.34,53.82,51.34,52.06,54.44,52.72,52.86,54.6,61.72,65.06,60.84,59.64,64.8,61.12,58.62,54.28,52.22,55.62,58.64,62.08,57.12,54.34,57.82,60.62,57,52.34,47.5,53.14,54.56,56.54,62.22,61.88,60.5,67.38,69.46,70.58,73.28,68.84,74.18,79.22,76.74,79.58,83.54,85.64,88.32,81.14,81,86.14,84.62,93.3,97.48,103.3,109.04,111.98,112.02,124.04,128.7,137.46,134.26,134.24,136.5,134.32,129.24,120.68,117.26,116.64,134.12,150.72,142.58,147.98,155.66,162.7,170.32,171.9,176.02,172,172.78,170.32,184.22,211.46,246.58,252.44,268.54,270.36,288,309.16,326.14,336,377.96,441.64,411.7,408.66,423.08,446.1,428.52,453.96,482.56,485.48,541.22,514.82,533.08,582.72,595.24,565.72,613.62,606.92,662.3,607.48,543.62,616.94,627.78,625,568.86,580.22,536.06,433.12,471.5,462.18,505.9,469.08,460.62,417.88,388.6,420.02,437.78,491.0313,479.1978,489.1058,450.1523,489.0616,507.6511,463.0826,413.5819,357.644,352.2076,331.4394,365.2358,313.8377,342.4702,312.6778,308.3079,340.856,376.3687,393.4835,390.9589,324.3144
AIG.N,美国国际集团,2160.5532,2177.1754,1809.3458,1660.4446,1813.9174,1901.4631,1970.1907,1942.3783,2032.9351,2126.1168,2207.7589,2243.6013,2152.5156,2182.1103,2178.1554,2150.4712,2008.7829,1950.9643,2004.4878,2114.0458,2194.8711,2225.015,2334.8746,2379.3674,2272.7839,2233.8114,2237.4728,2327.0117,2413.4355,2336.3683,2141.1983,2201.9179,2263.7679,2112.1808,1945.2007,1957.9261,1846.0925,1573.7292,1458.8588,1558.3648,1214.3102,897.5028,883.5959,728.9242,114.094,65.4413,68.8676,53.7921,43.856,14.3902,34.2625,47.2822,57.9036,39.7445,22.5104,77.6559,75.5659,57.5952,48.6527,51.3595,41.509,42.4341,58.4861,66.6405,60.6103,59,65.9039,58.1263,66.9831,71.9683,70.7349,98.7102,69.1246,63.4884,60.1992,53.3638,48.824,50.2288,49.1667,43.3934,37.6031,42.297,39.9329,39.7445,43.0165,50.0575,52.8156,58.2976,49.989,54.9742,53.5694,58.8115,56.1733,59.8394,56.7558,60.4733,64.8075,65.1158,66.5035,70.9576,76.1655,76.5766,77.9643,79.5917,83.4789,88.6631,85.4015,87.8098,82.4948,85.6081,86.2312,91.6109,93.2318,94.3257,89.8324,96.8835,93.5693,92.7899,94.9204,97.2396,84.8437,96.059,95.3339,97.9439,101.9806,107.7918,111.8022,105.2112,99.5498,110.4824,111.3935,109.0536,99.3924,88.341,95.7098,98.8441,102.4919,94.1852,96.9454,106.5438,106.2476,110.4732,113.3917,117.5224,115.633,115.0212,112.9128,110.1637,115.0831,113.6422,118.968,109.9341,112.1792,118.0631,109.5661,109.4552,117.4283,105.3401,100.5509,103.4702,97.5392,98.5421,102.6124,98.8209,99.5559,77.21
AIV.N,公寓投资与管理,59.017,63.6098,61.8475,63.377,62.3834,68.8067,73.9856,67.8109,65.9075,65.2616,66.5431,65.7864,73.8642,76.9737,81.473,77.6339,75.8607,76.2115,84.3501,90.6371,96.2444,101.3918,102.7625,100.6492,112.5251,105.7517,103.6496,99.3556,99.3522,91.2946,76.5014,81.7868,82.5736,85.5011,73.5509,64.9593,73.825,64.4356,66.9793,69.1677,74.8133,64.3958,65.2932,67.72,66.9174,28.702,22.5025,27.2621,20.9836,12.3211,12.9348,17.2306,22.5669,21.134,22.3997,29.3383,35.5579,29.7722,32.8074,38.8923,37.5242,40.7734,44.9753,54.7472,50.6432,47.5501,52.7053,50.4235,52.7424,57.5035,59.7549,64.016,63.3223,63.8573,63.4092,67.1186,66.8529,63.8517,68.2785,66.7601,55.579,61.9861,55.0167,57.8711,62.039,63.2054,67.2003,69.0832,69.3397,69.2372,70.2618,68.3536,67.0887,68.8957,65.2306,70.4084,70.9809,77.709,80.4375,81.6181,79.9745,79.393,77.6487,73.3716,74.4643,74.5709,67.5359,69.6876,75.2282,81.091,81.9863,83.6412,86.1212,88.2824,93.5077,94.4928,87.7374,98.6839,103.446,103.1683,110.6942,105.4102,110.11,105.5501,106.9515,104.1318,110.1942,102.3631,105.1758,111.3409,109.1736,114.6738,112.1528,105.8302,120.891,115.8033,124.2665,128.666,133.9397,132.619,134.7618,129.3607,124.5801,134.4932,130.4096,138.7906,132.2881,130.4685,129.1127,129.2631,137.0243,137.4391,132.9821,133.3459,134.7685,133.6069,127.891,119.3426,125.7944,125.3313,127.2716,131.8538,132.9447,137.7262,138.7639,135.3364
AIZ.N,美国艾斯兰(ASSURANT),32.7885,34.745,34.038,33.4219,35.5861,36.5479,37.4084,37.8742,38.6148,38.7569,44.8449,44.2046,46.6745,46.2299,50.1503,49.0505,49.8758,49.3861,49.1514,52.603,54.607,53.8402,56.2932,56.5902,56.9282,54.8477,55.0324,59.0344,61.1277,60.5827,52.1513,53.1173,55.1373,60.2285,67.5544,69.0722,66.8833,64.7051,62.9569,67.2395,70.5246,68.3787,62.3245,60.7206,57.1562,26.4789,22.8243,31.4529,27.6785,21.5155,22.971,25.7765,25.0891,25.5775,27.0958,31.9596,34.2112,31.9382,32.778,31.6093,33.7001,32.885,37.0441,39.253,37.5586,37.5586,40.3619,39.7488,44.2499,42.9888,38.5233,42.0731,42.8486,44.5542,42.2294,43.5344,40.756,39.9626,39.2465,38.955,39.6528,42.6877,43.674,45.6997,44.0747,47.4652,45.2635,45.0846,37.5389,39.1808,40.7215,39.8843,42.2038,42.7809,38.9453,39.5032,43.5332,48.0466,51.5022,54.3972,57.2009,58.5463,62.2838,61.2751,62.4997,67.5598,75.6198,77.285,76.0973,76.724,75.9407,78.8049,79.5954,76.9426,74.372,78.6746,75.7869,80.4072,79.9826,80.9766,75.1545,72.8285,72.9949,73.0543,78.6272,80.0003,89.075,89.1362,94.723,97.7441,103.1299,97.1245,98.053,86.3521,93.6999,102.7116,106.7449,105.4257,101.3948,110.0167,113.3338,98.9229,106.7343,114.7944,120.073,123.0475,118.9086,119.6171,122.4326,129.5676,131.5419,118.9516,119.9942,126.4386,127.4402,127.4023,115.5767,108.6765,116.2293,118.0221,119.3843,132.3522,141.0615,132.2037,138.7997,124.9905
AJG.N,亚瑟加拉格尔,386.0261,388.7602,378.6421,366.0207,363.1283,360.4464,370.5437,379.4452,386.4283,394.6102,408.4256,417.9174,394.6397,399.1057,380.4484,375.3867,363.6217,350.7883,376.1215,370.9995,373.3544,389.8733,410.0319,417.8432,405.3998,404.8342,405.002,399.7125,420.2986,402.9519,398.616,426.7995,423.2033,388.7276,383.9069,357.7312,375.4773,349.006,353.9689,368.2056,382.5921,365.8092,385.997,401.9347,394.0957,374.1298,380.8875,403.0452,366.6452,246.8671,269.1778,355.948,331.722,342.9008,367.9676,381.9472,396.6966,363.1638,364.6288,371.6377,372.2981,391.7797,410.5541,439.318,412.8953,412.8115,430.4212,420.7697,451.9813,482.6619,481.2907,503.9249,514.3223,544.128,532.7174,521.6811,502.9371,505.939,498.4935,500.0889,471.9641,554.513,555.9486,606.0075,604.1952,618.3306,653.8623,687.1591,635.5673,647.9906,655.5662,660.0007,668.0476,660.9605,687.5335,652.3284,695.6287,731.0495,784.8144,806.4723,836.3713,836.5627,849.7746,798.2016,842.8035,916.1748,898.6043,913.0006,899.3824,905.8946,932.9538,882.757,898.6396,920.9389,889.3187,933.3894,903.3422,949.9432,954.9219,944.6839,891.5103,942.878,945.5073,967.35,979.8893,964.0065,966.656,891.0437,848.7334,899.1064,899.5176,848.9042,780.4776,826.3027,931.019,963.6717,1011.6041,1004.2201,1037.7644,1050.4634,1081.5032,1025.3764,1078.4443,1112.9288,1152.9822,1219.8094,1219.378,1203.6343,1231.9089,1243.2009,1276.6425,1265.8216,1345.6186,1384.5334,1447.6892,1391.6113,1502.4476,1519.8208,1520.4845,1548.3589,1475.3149,1453.0561,1588.1672,1605.7517,1666.2378,1656.6128
AKAM.O,阿卡迈技术(AKAMAI),13.1,11.01,12.73,11.81,14.04,13.13,15.27,13.84,15.95,17.34,19.96,19.93,21.8799,26.5,32.89,33.69,31.29,36.19,39.63,39.2,49.99,46.86,48.87,53.12,56.18,51.57,49.92,44.08,44.21,48.64,33.96,32.22,28.73,39.19,38.06,34.6,30.2,35.16,28.16,35.77,39.05,34.79,23.34,22.9,17.44,14.38,12.27,15.09,13.48,18.09,19.4,22.02,22.27,19.18,16.44,17.64,19.68,22,24,25.33,24.7,26.3,31.42,38.83,39.72,40.57,38.36,46.07,50.18,51.67,52.19,47.05,48.32,37.53,38,34.43,33.935,31.47,24.2,21.94,19.88,26.94,28.91,32.28,32.23,36,36.7,32.59,29.34,31.75,35.18,37.51,38.26,37.99,36.62,40.91,40.71,36.96,35.32,43.91,46.12,42.55,47.2,45.98,51.7,44.755,44.72,47.18,47.68,61.13,58.21,53.07,54.34,61.06,59.02,60.42,59.8,60.3,64.61,62.96,58.155,69.51,71.045,73.78,76.27,69.82,76.71,71.31,69.06,60.82,57.61,52.63,45.62,53.97,55.57,50.99,54.58,55.93,50.53,54.9,52.99,69.47,66.7,66.68,68.59,62.6,59.7,60.94,47.15,49.81,47.14,47.15,48.72,52.25,55.78,65.04,66.99,67.46,70.98,71.65,75.38,73.23,75.26,75.14,73.15,72.25
ALB.N,美国雅宝(ALBEMARLE),42.7031,46.2181,44.4,44.7053,46.4515,44.7214,46.7202,44.5252,46.4374,43.2225,45.3288,47.4408,54.1455,52.5126,56.3212,59.3887,59.6123,59.684,62.8502,68.4347,67.9523,81.3352,87.2261,90.0258,97.7745,102.7648,103.9236,106.714,102.1639,97.1188,101.4038,102.0087,111.7074,120.7047,111.5558,104.507,91.8395,96.1211,92.824,95.0862,113.0308,101.7246,99.2267,101.2913,78.8818,62.2819,51.9996,57.3667,57.2381,49.7778,56.4147,69.5013,73.1292,66.5613,77.3382,83.898,90.3978,82.5076,88.1771,95.3536,93.6494,98.29,112.1457,120.1167,113.2769,104.8149,115.1354,105.818,123.9784,132.7716,143.2598,148.1102,149.1192,152.8365,159.1832,187.8932,188.6656,184.7631,177.7677,135.395,108.2672,142.8109,146.1339,138.5168,172.9376,178.8806,172.4384,176.1613,163.7518,161.433,157.5894,148.1427,143.0978,149.6985,162.4111,169.3055,167.0979,177.3729,171.0281,167.554,183.0647,171.0523,170.2834,171.2719,173.4869,182.4451,189.3912,175.3328,177.5179,182.5243,184.4877,186.2098,192.1817,199.357,171.0288,177.2744,164.9266,163.4705,165.3186,169.1592,135.7662,159.1441,149.4603,168.8641,170.137,157.0748,154.034,128.4848,126.2016,153.1589,153.2734,161.2348,151.5336,161.8393,184.955,191.4066,227.1073,230.3307,244.4451,232.2475,249.2603,243.6039,255.9372,251.8216,271.0125,296.9611,310.0059,319.6018,333.3649,310.6063,340.8017,342.1555,402.1877,415.7012,396.3161,378.2746,330.0622,297.0531,275.2014,287.7241,277.3677,280.9189,280.5317,284.4628,298.1535,296.4802
ALGN.O,艾利科技,8.66,7.57,6.24,8.42,7.27,7.37,6.52,6.81,6.72,7.38,6.92,6.47,8.18,8.16,9.17,8.79,7.39,7.39,6.76,6.25,11.38,13.86,13.12,13.97,16.56,16.42,15.86,22.66,22.79,24.16,26.1,22.73,25.33,20.7,16.89,16.68,11.78,12.35,11.11,12.28,13.17,10.49,10.01,13.04,10.83,6.93,7,8.75,7.88,6.85,7.93,12.41,11.83,10.6,10.91,13.4,14.22,15.72,16.36,17.82,18.75,18.1,19.34,17,14.92,14.87,17.35,15.99,19.58,17.02,17.49,19.54,20.83,20.85,20.48,24.14,24.5,22.8,21.99,19.1,15.17,23.03,24.5,23.725,23.56,25.61,27.55,31.71,31.23,33.46,33.96,33.95,36.97,26.565,27.39,27.75,31.36,31.44,33.51,33.12,35.75,37.04,43.04,43.55,48.1,57.06,54.64,57.14,59.42,52.33,51.79,50.39,54.61,56.04,54.21,54.46,51.68,52.62,56.9,55.91,53.05,57.35,53.785,58.84,60.67,62.71,62.7,56.6,56.76,65.46,66.74,65.85,66.14,66.03,72.69,72.19,78.83,80.55,89.15,92.9,93.75,85.92,93.05,96.13,91.69,102.76,114.71,134.62,145.2,150.12,167.23,176.74,186.27,238.98,260.88,222.19,262,262.52,251.13,249.85,331.95,342.14,356.65,386.49,391.22,221.2
ALK.N,阿拉斯加航空(ALASKA AIR),32.2249,30.6781,31.8463,28.8499,31.9329,32.1817,37.8392,36.4762,31.4353,34.1072,38.1096,38.6396,34.5399,34.6697,38.3476,41.0627,41.9065,42.6421,40.1649,40.9654,41.1493,43.4317,44.4918,42.7286,46.3524,44.3512,41.2142,32.0194,31.5435,30.1372,25.2369,26.8487,24.9773,27.4761,27.4004,27.0542,27.3679,26.3944,21.2237,23.2357,21.1263,16.5938,19.3415,22.7273,22.0566,26.7189,24.8259,31.6408,28.5146,23.7009,19.0061,18.1515,16.8426,19.7525,24.9449,27.2922,28.9797,27.8223,32.3439,37.3848,33.9016,37.8608,44.6,44.7947,50.5171,48.6241,55.8068,47.8452,55.201,57.1157,59.4955,61.3237,64.0821,64.3093,68.6038,71.254,73.0605,74.0557,66.1158,62.4487,60.891,71.968,75.0942,81.2276,82.3526,74.1747,77.4956,73.1254,74.2072,77.6687,75.3971,72.5846,75.8514,82.7312,92.4885,93.2241,99.9525,111.5271,138.3758,133.3565,122.9286,112.5007,132.3397,122.8896,135.9122,153.3624,169.1738,159.664,172.0681,189.1313,203.6916,205.3725,215.4962,208.0328,192.4714,203.4082,191.1177,233.6516,259.6878,262.8992,298.5772,280.9049,292.0705,282.7144,286.1209,285.1913,335.2979,332.1964,352.5648,338.3646,354.7326,358.2029,313.2218,330.0489,366.3141,314.5514,297.8052,261.4317,301.4829,304.1382,296.617,325.2608,371.9211,401.1251,424.1357,443.5911,418.1964,385.8635,396.1829,408.5167,387.8997,341.0721,348.4271,301.6474,317.4261,337.3427,301.6397,297.4336,285.7207,299.4164,281.9677,280.0202,291.3341,314.4902,320.8741,286.2052
ALL.N,好事达保险(ALLSTATE),122.2895,130.1447,131.8397,136.9611,142.7232,146.5243,150.2272,138.6044,136.3358,130.1712,139.1076,134.0739,129.0651,135.8345,130.0529,140.9842,138.1598,137.4566,142.7057,146.4109,158.515,155.053,161.2848,165.4262,152.8496,152.7226,153.5742,159.3531,158.2324,158.2582,136.7488,141.8507,148.1725,135.7622,133.4444,136.342,128.4846,124.5951,126.5259,132.5811,135.2084,121.008,122.6802,120.8865,123.5384,70.689,69.306,89.2479,59.0354,45.8499,52.8478,64.3832,71.5489,67.8504,74.8301,82.2918,85.7358,82.7958,80.1004,84.6961,84.386,88.1076,91.6715,92.6929,87.4874,82.0605,80.6609,79.4123,90.7775,87.7276,84.3229,92.3468,90.2032,92.0571,92.6652,98.6719,92.1179,89.6227,81.3738,77.6669,70.1459,77.9926,80.0052,81.8568,86.1572,93.862,99.0048,100.2378,102.7322,106.2132,103.8219,113.5079,120.6021,121.7287,123.9256,122.9766,134.3956,141.6665,151.0556,151.6405,149.2649,148.8936,157.743,149.054,157.2345,165.0418,169.5827,170.4264,159.9896,170.4377,177.7251,178.8873,183.8829,185.3348,184.4826,194.96,194.5795,205.6132,216.9707,223.6565,222.192,225.7229,227.5454,222.7176,216.1987,208.3305,221.4335,188.15,188.0209,199.7722,203.5836,201.4102,196.5769,206.9221,219.6713,212.1065,220.1278,229.2042,223.896,227.057,227.7814,223.5669,231.2724,245.1646,248.7699,273.0123,270.786,270.1214,286.9022,295.1451,303.6885,303.2576,307.9824,314.5167,345.2709,352.1656,332.1879,310.2932,320.437,330.645,317.5251,310.0184,323.0957,343.1773,336.7963,326.6276
ALXN.O,亚力兄制药(ALEXION),24.74,23.35,21.665,20.74,22.75,23.04,26.04,28.6,27.65,27.39,19.51,20.25,28.82,37.58,35.42,33.99,32.51,36.12,34.36,37.55,33.98,37.36,43.22,40.39,41.57,36.88,43.24,41.86,48.57,45.06,58.16,60.47,65.15,76.5,72.72,75.03,65.32,60.61,59.3,70.38,71.35,72.5,93.75,90.16,78.6,81.5,67.32,72.38,73.74,68.4,75.32,66.84,73,82.22,88.1,90.26,89.08,88.82,90.76,97.64,92.74,99.04,108.74,109.76,100.06,102.38,108.72,112.94,128.72,136.6,152.9,161.1,167.64,192.56,197.36,193.74,189.68,188.12,227.2,231.78,256.24,270.04,274.64,286,307.04,334.92,371.44,361.28,362.28,397.2,419.4,428.84,457.6,361.52,384.08,374.96,375.96,346.96,368.56,392,390.32,368.96,464.76,431.04,464.64,491.8,498,531.536,634.92,707.2,608.52,632.8,665.28,625,635.96,677.16,663.28,765.44,779.6,740.12,732.96,721.48,693.2,676.92,655.36,723.08,789.76,688.76,625.56,704,713.76,763,583.72,563.2,556.88,557.12,603.6,467.04,514.4,503.44,490.16,522,490.36,489.4,522.72,525,484.96,511.12,392.12,486.68,549.36,569.64,561.16,478.64,439.24,478.36,477.28,469.8,445.84,470.52,464.52,496.6,531.84,488.96,556.04,448.28
